Monolithic OTB file name,Monolithic OTB current directory,Group name,Module name,Subdir in the module,commentaires
./Code/Learning/otbImageClassificationFilter.txx,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbListSampleGenerator.h,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleGenerator.txx,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleSource.h,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleSource.txx,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleToBalancedListSampleFilter.h,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleToBalancedListSampleFilter.txx,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleToListSampleFilter.h,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbListSampleToListSampleFilter.txx,Learning,Filtering,Statistics,include,Move to Statistics ?
./Code/Learning/otbMachineLearningModelFactoryBase.cxx,Learning,Learning,LearningBase,src,Should not be in Core/Common but Learning/something
./Code/Learning/otbMachineLearningModelFactoryBase.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbMachineLearningModelFactory.h,Learning,Learning,LearningBase,include,Creates a coupling with all machine learning model specialization. Should not be in Common.
./Code/Learning/otbMachineLearningModelFactory.txx,Learning,Learning,LearningBase,include,Creates a coupling with all machine learning model specialization. Should not be in Common.
./Code/Learning/otbMachineLearningModel.h,Learning,Core,Common,include,
./Code/Learning/otbMachineLearningModel.txx,Learning,Core,Common,include,
./Code/Learning/otbMachineLearningUtils.cxx,Learning,Core,Common,src,
./Code/Learning/otbMachineLearningUtils.h,Learning,Core,Common,include,
./Code/Learning/otbModelComponentBase.h,Learning,Core,Common,include,
./Code/Learning/otbModelComponentBase.txx,Learning,Core,Common,include,
./Code/Learning/otbShiftScaleSampleListFilter.h,Learning,Filtering,Statistics,include,Move to Statistics with other SampleList filters
./Code/Learning/otbShiftScaleSampleListFilter.txx,Learning,Filtering,Statistics,include,Move to Statistics with other SampleList filters
./Code/Learning/otbSpectralAngleKernelFunctor.cxx,Learning,Learning,SVMLearning,src,Move to LibSVM (include svm.h)
./Code/Learning/otbSpectralAngleKernelFunctor.h,Learning,Learning,SVMLearning,include,Move to LibSVM (include svm.h)
./Code/BasicFilters/otbConvolutionImageFilter.h,BasicFilters,Filtering,Convolution,include,
./Code/BasicFilters/otbConvolutionImageFilter.txx,BasicFilters,Filtering,Convolution,include,
./Code/BasicFilters/otbOverlapSaveConvolutionImageFilter.h,BasicFilters,Filtering,Convolution,include,
./Code/BasicFilters/otbOverlapSaveConvolutionImageFilter.txx,BasicFilters,Filtering,Convolution,include,
./Code/FeatureExtraction/otbHarrisImageFilter.h,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbHarrisImageFilter.txx,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbHarrisImageToPointSetFilter.h,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbHarrisImageToPointSetFilter.txx,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbLineSpatialObjectListToRightAnglePointSetFilter.h,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbLineSpatialObjectListToRightAnglePointSetFilter.txx,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbVectorDataToRightAngleVectorDataFilter.h,FeatureExtraction,Feature,Corner,include,
./Code/FeatureExtraction/otbVectorDataToRightAngleVectorDataFilter.txx,FeatureExtraction,Feature,Corner,include,
./Code/UtilitiesAdapters/CurlAdapters/otbCurlHelper.cxx,UtilitiesAdapters/CurlAdapters,Adapters,CurlAdapters,src,
./Code/UtilitiesAdapters/CurlAdapters/otbCurlHelper.h,UtilitiesAdapters/CurlAdapters,Adapters,CurlAdapters,include,
./Code/UtilitiesAdapters/CurlAdapters/otbCurlHelperInterface.cxx,UtilitiesAdapters/CurlAdapters,Adapters,CurlAdapters,src,
./Code/UtilitiesAdapters/CurlAdapters/otbCurlHelperInterface.h,UtilitiesAdapters/CurlAdapters,Adapters,CurlAdapters,include,
./Code/Fuzzy/otbConfusionMatrixToMassOfBelief.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbConfusionMatrixToMassOfBelief.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbDSFusionOfClassifiersImageFilter.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbDSFusionOfClassifiersImageFilter.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbJointMassOfBeliefFilter.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbJointMassOfBeliefFilter.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbMassOfBelief.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbMassOfBelief.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbStandardDSCostFunction.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbStandardDSCostFunction.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbVectorDataToDSValidatedVectorDataFilter.h,Fuzzy,Learning,DempsterShafer,include,
./Code/Fuzzy/otbVectorDataToDSValidatedVectorDataFilter.txx,Fuzzy,Learning,DempsterShafer,include,
./Code/BasicFilters/otbKeyPointDensityImageFilter.h,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbKeyPointDensityImageFilter.txx,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityEpanechnikovFunction.h,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityEpanechnikovFunction.txx,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityFunction.h,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityFunction.txx,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityGaussianFunction.h,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetDensityGaussianFunction.txx,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetToDensityImageFilter.h,BasicFilters,Feature,Density,include,
./Code/BasicFilters/otbPointSetToDensityImageFilter.txx,BasicFilters,Feature,Density,include,
./Code/FeatureExtraction/otbForwardFourierMellinTransformImageFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbForwardFourierMellinTransformImageFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbFourierMellinDescriptorsImageFunction.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbFourierMellinDescriptorsImageFunction.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbHessianToScalarImageFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbHistogramOfOrientedGradientCovariantImageFunction.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbHistogramOfOrientedGradientCovariantImageFunction.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToHessianDeterminantImageFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToHessianDeterminantImageFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToSIFTKeyPointSetFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToSIFTKeyPointSetFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToSURFKeyPointSetFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbImageToSURFKeyPointSetFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbKeyPointSetsMatchingFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbKeyPointSetsMatchingFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbLandmark.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbSiftFastImageFilter.h,FeatureExtraction,Feature,Descriptors,include,
./Code/FeatureExtraction/otbSiftFastImageFilter.txx,FeatureExtraction,Feature,Descriptors,include,
./Code/BasicFilters/otbEstimateInnerProductPCAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbEstimateInnerProductPCAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbFastICAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbFastICAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbFastICAInternalOptimizerVectorImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbFastICAInternalOptimizerVectorImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbInnerProductPCAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbInnerProductPCAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbMaximumAutocorrelationFactorImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbMaximumAutocorrelationFactorImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbMNFImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbMNFImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbNAPCAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbNAPCAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbNormalizeInnerProductPCAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbNormalizeInnerProductPCAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbPCAImageFilter.h,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/BasicFilters/otbPCAImageFilter.txx,BasicFilters,Filtering,DimensionalityReduction,include,
./Code/DisparityMap/otbDisparityMapEstimationMethod.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapEstimationMethod.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapMedianFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapMedianFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapTo3DFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapTo3DFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapToDEMFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityMapToDEMFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityTranslateFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbDisparityTranslateFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbMultiDisparityMapTo3DFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbMultiDisparityMapTo3DFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbSubPixelDisparityImageFilter.h,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbSubPixelDisparityImageFilter.txx,DisparityMap,Registration,DisparityMap,include,
./Code/DisparityMap/otbBSplinesInterpolateDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbBSplinesInterpolateDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbBSplinesInterpolateTransformDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbBSplinesInterpolateTransformDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNearestPointDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNearestPointDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNearestTransformDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNearestTransformDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNNearestPointsLinearInterpolateDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNNearestPointsLinearInterpolateDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNNearestTransformsLinearInterpolateDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbNNearestTransformsLinearInterpolateDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbPointSetToDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbPointSetToDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbPointSetWithTransformToDisplacementFieldGenerator.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbPointSetWithTransformToDisplacementFieldGenerator.txx,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbStereorectificationDisplacementFieldSource.h,DisparityMap,Registration,DisplacementField,include,
./Code/DisparityMap/otbStereorectificationDisplacementFieldSource.txx,DisparityMap,Registration,DisplacementField,include,
./Code/BasicFilters/otbEdgeDensityImageFilter.h,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbEdgeDensityImageFilter.txx,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbEdgeDetectorImageFilter.h,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbEdgeDetectorImageFilter.txx,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbGaborFilterGenerator.h,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbGaborFilterGenerator.txx,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbHorizontalSobelVectorImageFilter.h,BasicFilters,Feature,Edge,include,
./Code/BasicFilters/otbVerticalSobelVectorImageFilter.h,BasicFilters,Feature,Edge,include,
./Code/FeatureExtraction/otbAssociativeSymmetricalSumImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbAssymmetricFusionOfLineDetectorImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbAssymmetricFusionOfLineDetectorImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbExtractSegmentsImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbExtractSegmentsImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbHoughTransform2DLinesImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbHoughTransform2DLinesImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbImageToEdgePathFilter.h,FeatureExtraction,Filtering,Path,include,
./Code/FeatureExtraction/otbImageToEdgePathFilter.txx,FeatureExtraction,Filtering,Path,include,
./Code/FeatureExtraction/otbLineCorrelationDetectorImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineCorrelationDetectorImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineDetectorImageFilterBase.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineDetectorImageFilterBase.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineRatioDetectorImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineRatioDetectorImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineSegmentDetector.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLineSegmentDetector.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLocalHoughFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbLocalHoughFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbStreamingLineSegmentDetector.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbStreamingLineSegmentDetector.txx,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbTouziEdgeDetectorImageFilter.h,FeatureExtraction,Feature,Edge,include,
./Code/FeatureExtraction/otbTouziEdgeDetectorImageFilter.txx,FeatureExtraction,Feature,Edge,include,
./Code/BasicFilters/otbMeanShiftImageFilter.h,BasicFilters,Segmentation,EdisonMeanShift,include,
./Code/BasicFilters/otbMeanShiftImageFilter.txx,BasicFilters,Segmentation,EdisonMeanShift,include,
./Code/BasicFilters/otbMeanShiftKernels.h,BasicFilters,Learning,SVMLearning,include,"Move to LibSVM, Non utilisé (a supprimer plus tard)"
./Code/BasicFilters/otbMeanShiftVectorImageFilter.h,BasicFilters,Segmentation,EdisonMeanShift,include,
./Code/Hyperspectral/otbEigenvalueLikelihoodMaximisation.h,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/Hyperspectral/otbEigenvalueLikelihoodMaximisation.txx,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/Hyperspectral/otbVcaImageFilter.h,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/Hyperspectral/otbVcaImageFilter.txx,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/Hyperspectral/otbVirtualDimensionality.h,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/Hyperspectral/otbVirtualDimensionality.txx,Hyperspectral,Hyperspectral,EndmembersExtraction,include,
./Code/IO/otbExtendedFilenameHelper.cxx,IO,IO,ExtendedFilename,src,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/IO/otbExtendedFilenameHelper.h,IO,IO,ExtendedFilename,include,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/IO/otbExtendedFilenameToReaderOptions.cxx,IO,IO,ExtendedFilename,src,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/IO/otbExtendedFilenameToReaderOptions.h,IO,IO,ExtendedFilename,include,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/IO/otbExtendedFilenameToWriterOptions.cxx,IO,IO,ExtendedFilename,src,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/IO/otbExtendedFilenameToWriterOptions.h,IO,IO,ExtendedFilename,include,Could be moved to IOBase (has no meaning outside of IOBase)
./Code/Fuzzy/otbFuzzyDescriptorsModelManager.cxx,Fuzzy,Fusion,Fuzzy,src,
./Code/Fuzzy/otbFuzzyDescriptorsModelManager.h,Fuzzy,Fusion,Fuzzy,include,
./Code/Fuzzy/otbFuzzyVariable.h,Fuzzy,Fusion,Fuzzy,include,
./Code/Fuzzy/otbFuzzyVariable.txx,Fuzzy,Fusion,Fuzzy,include,
./Code/IO/otbGDALDriverManagerWrapper.cxx,IO,IO,IOGDAL,src,
./Code/IO/otbGDALDriverManagerWrapper.h,IO,IO,IOGDAL,include,
./Code/IO/otbGDALImageIO.cxx,IO,IO,IOGDAL,src,
./Code/IO/otbGDALImageIOFactory.cxx,IO,IO,IOGDAL,src,
./Code/IO/otbGDALImageIOFactory.h,IO,IO,IOGDAL,include,
./Code/IO/otbGDALImageIO.h,IO,IO,IOGDAL,include,
./Code/Common/otbGdalDataTypeBridge.h,Common,Adapters,GdalAdapters,include,
./Code/Common/otbLabelImageToOGRDataSourceFilter.h,Common,Segmentation,Conversion,include,move to VectorDataTranslation
./Code/Common/otbLabelImageToOGRDataSourceFilter.txx,Common,Segmentation,Conversion,include,move to VectorDataTranslation
./Code/Common/otbOGRDataSourceToLabelImageFilter.h,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering? dans VectorDataTranslation
./Code/Common/otbOGRDataSourceToLabelImageFilter.txx,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering? dans VectorDataTranslation
./Code/Common/otbPersistentImageToOGRDataFilter.h,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering? dans un module dédié VectorDataTranslation ?
./Code/Common/otbPersistentImageToOGRDataFilter.txx,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering?
./Code/Common/otbPersistentImageToOGRLayerFilter.h,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering?
./Code/Common/otbPersistentImageToOGRLayerFilter.txx,Common,Segmentation,Conversion,include,doit être dans Adapters ou dans Filtering?
./Code/UtilitiesAdapters/otbOGR.h,UtilitiesAdapters,Adapters,GdalAdapters,include,pas au bon endroit ce fichier? dans GdalAdapers
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesSet.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesSet.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesSource.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesSource.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesToGeometriesFilter.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesToGeometriesFilter.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbGeometriesToGeometriesFilter.txx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbImageReference.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRDataSourceWrapper.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRDataSourceWrapper.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRDataSourceWrapper.txx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRDriversInit.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRDriversInit.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFeatureWrapper.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFeatureWrapper.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFeatureWrapper.txx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFieldWrapper.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFieldWrapper.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRFieldWrapper.txx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRGeometriesVisitor.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRGeometryWrapper.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRGeometryWrapper.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRHelpers.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRLayerWrapper.cxx,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,src,
./Code/UtilitiesAdapters/OGRAdapters/otbOGRLayerWrapper.h,UtilitiesAdapters/OGRAdapters,Adapters,GdalAdapters,include,
./Code/IO/otbConvertPixelBuffer.h,IO,Core,ImageBase,include,
./Code/IO/otbConvertPixelBuffer.txx,IO,Core,ImageBase,include,
./Code/IO/otbDefaultConvertPixelTraits.h,IO,Core,ImageBase,include,
./Code/IO/otbDEMToImageGenerator.h,IO,Filtering,ImageManipulation,include,Move to ImageManipulation
./Code/IO/otbDEMToImageGenerator.txx,IO,Filtering,ImageManipulation,include,Move to ImageManipulation
./Code/IO/otbImageFileReader.h,IO,IO,ImageIO,include,Move to new module IOBase
./Code/IO/otbImageFileReader.txx,IO,IO,ImageIO,include,Move to new module IOBase
./Code/IO/otbImageFileWriter.h,IO,IO,ImageIO,include,Move to new module IOBase
./Code/IO/otbImageFileWriter.txx,IO,IO,ImageIO,include,Move to new module IOBase
./Code/IO/otbImage.h,IO,Core,ImageBase,include,
./Code/IO/otbImageIOBase.cxx,IO,Core,ImageBase,src,Move to ImageBase to avoid coupling
./Code/IO/otbImageIOBase.h,IO,Core,ImageBase,include,Move to ImageBase to avoid coupling
./Code/IO/otbImageIOFactory.cxx,IO,IO,ImageIO,src,"Creates a coupling with MSTAR, RAD, BSQ, GDAL and all IO modules, move to IOBase for now"
./Code/IO/otbImageIOFactory.h,IO,IO,ImageIO,include,Move to new module IOBase
./Code/IO/otbImageSeriesFileReaderBase.h,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbImageSeriesFileReaderBase.txx,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbImageSeriesFileReader.h,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbImageSeriesFileReader.txx,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbImage.txx,IO,Core,ImageBase,include,
./Code/IO/otbScalarBufferToImageFileWriter.h,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbScalarBufferToImageFileWriter.txx,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbSpectralSensitivityReader.cxx,IO,Radiometry,OpticalCalibration,src,"Move to OpticalCalibration, not link to ImageIO or VectorDataIO"
./Code/IO/otbSpectralSensitivityReader.h,IO,Radiometry,OpticalCalibration,include,"Move to OpticalCalibration, not link to ImageIO or VectorDataIO"
./Code/IO/otbStreamingImageFileWriter.h,IO,IO,ImageIO,include,Move to IOBase
./Code/IO/otbStreamingImageVirtualWriter.h,IO,Core,Streaming,include,Move to Streaming
./Code/IO/otbStreamingImageVirtualWriter.txx,IO,Core,Streaming,include,Move to Streaming
./Code/IO/otbVectorImage.h,IO,Core,ImageBase,include,
./Code/IO/otbVectorImage.txx,IO,Core,ImageBase,include,
./Code/BasicFilters/otbBCOInterpolateImageFunction.h,BasicFilters,Core,Interpolation,include,
./Code/BasicFilters/otbBCOInterpolateImageFunction.txx,BasicFilters,Core,Interpolation,include,
./Code/BasicFilters/otbBSplineInterpolateImageFunction.h,BasicFilters,Core,Interpolation,include,
./Code/BasicFilters/otbBSplineInterpolateImageFunction.txx,BasicFilters,Core,Interpolation,include,
